candidat,exergue,thematique_1,thematique_2,position,detail,signes,nom_source,lien_source,date_source,theme_1,theme_2
Fabien Roussel,Inclusion des personnes handicapées,Handicap,Discriminations,Inscrire l'accessibilité universelle dans la Constitution,Le candidat communiste veut inscrire l'accessibilité universelle dans la Constitution. Il souhaite aussi renforcer les obligations légales des entreprises en matière d'embauches et d'adaptation aux personnes handicapées.,pos.: 57 | détail:220,Programme,https://www.fabienroussel2022.fr/objectif_6,14/02/2022,Société,Société
Fabien Roussel,Logements sociaux,Logement,Economie sociale et solidaire,Faire appliquer la loi relative à la solidarité et au renouvellement urbains (SRU),"Le candidat promet d'abroger la loi portant évolution du logement, de l'aménagement et du numérique (ELAN). Les sanctions seront renforcées pour les communes ne respectant pas l’obligation de 25 de construction de logements sociaux. 200 000 logements sociaux seront construits chaque année, pour tendre vers 30 de logements sociaux minimum en zone urbaine.",pos.: 82 | détail:360,Programme,https://www.fabienroussel2022.fr/97_la_loi_elan_sera_abrog_e,14/02/2022,Social,Economie
Fabien Roussel,Aides aux locataires,Logement,Prestations sociales,Revaloriser et étendre les aides aux logements ,"Le candidat communiste veut davantage encadrer les loyers. Les aides au logement seront également revalorisées et leurs critères élargis. M. Roussel souhaite construire 200 000 logements sociaux chaque année, pour aller vers 30 de logements sociaux minimum en zone urbaine.",pos.: 47 | détail:277,Programme,https://www.fabienroussel2022.fr/99_un_plan_national_de_construction_r_novation_et_baisse_des_loyers_sera_labor_pour_que_tous_et_toutes_puissent_acc_der_des_logements_de_qualit,14/02/2022,Social,Social
Fabien Roussel,Insertion des jeunes,Protection sociale,"",Interdire les sorties sèches de l’Aide sociale à l'enfance à la majorité,"Le candidat communiste envisage d'interdire les sorties sèches de l’Aide sociale à l'enfance à la majorité. Il souhaite aussi inscrire dans la loi l’automaticité de la « garantie jeune » jusqu’à 21 ans, associée à un accompagnement éducatif et à une allocation mensuelle. Du côté des contrats jeunes majeurs, ils seraient étendus jusqu'à 25 ans.",pos.: 74 | détail:347,Programme,https://www.fabienroussel2022.fr/101_la_protection_et_le_suivi_des_jeunes_seront_renforc_s_au_sein_et_l_issue_du_parcours_ase,14/02/2022,Social,""
Fabien Roussel,Lutte contre le harcèlement scolaire ,Système éducatif,Numérique,Faire du harcèlement une grande cause nationale,"M. Roussel demande la mise en place d'une formation au repérage et au traitement du harcèlement scolaire. Une éducation au numérique sera proposée, afin d’éviter les dangers des réseaux sociaux, tout au long de la vie, peut-on lire dans son programme. ",pos.: 47 | détail:254,Programme,https://www.fabienroussel2022.fr/105_la_lutte_contre_le_harc_lement_scolaire_et_le_cyber_harc_lement_sera_d_cr_t_e_grande_cause_nationale,14/02/2022,Education,Economie
Fabien Roussel,Numérique et GAFAM,Numérique,Justice,Créer une coopération entre les plateformes numériques et la justice,"Le candidat communiste compte contraindre les plates-formes numériques de coopérer avec la justice et de supprimer les contenus violents, haineux et discriminatoires.",pos.: 68 | détail:166,Programme,https://www.fabienroussel2022.fr/105_la_lutte_contre_le_harc_lement_scolaire_et_le_cyber_harc_lement_sera_d_cr_t_e_grande_cause_nationale,14/02/2022,Economie,Société
Fabien Roussel,Alimentation,Système éducatif,Santé,Généraliser le repas à un euro dans les établissements scolaires,Le candidat souhaite étendre à tous les établissements scolaires le repas à un euro mis en place par Emmanuel Macron dans les centres régionaux des œuvres universitaires et scolaires (Crous) pour les étudiants boursiers. Il sera cuisiné à partir de produits bio et locaux. Il précise qu'un fonds alimentaire national de dix milliards d’euros sera créé pour l'occasion.,pos.: 64 | détail:370,Programme,https://www.fabienroussel2022.fr/106_le_repas_un_euro_sera_g_n_ralis_dans_tous_les_tablissements_scolaires,14/02/2022,Education,Société
Fabien Roussel,"",Sport,Budget,Subventionner les licences sportives,"Le candidat communiste promet de prendre en charge les licences sportives à hauteur de 50 , sur critères sociaux. Il souhaite aussi doubler les financements sportifs, jusqu’à atteindre 1 du budget de la nation sur six ans. Il précise aussi que les Jeux olympiques devront contribuer à développer la pratique du sport amateur et professionnel dans l’ensemble du pays.",pos.: 36 | détail:371,Programme,https://www.fabienroussel2022.fr/109_une_politique_nationale_d_envergure_sera_d_ploy_e_en_faveur_des_clubs_sportifs,14/02/2022,Société,Economie
Fabien Roussel,Réforme du secteur bancaire,Système financier,"",Nationaliser les grandes banques ,"M. Roussel demande la création d'un pôle financier public constitué grâce à la nationalisation des grandes banques et des compagnies d’assurances privées (BNP Paribas, Société générale, Axa). Il a précisé, dans une interview accordée à Franceinfo, que cette nationalisation, ajoutée à celle d'Engie et d'EDF, coûterait environ 300 milliards d'euros, sans donner plus de détails.",pos.: 33 | détail:380,Programme,https://www.fabienroussel2022.fr/116_un_p_le_financier_public_sera_constitu_gr_ce_la_nationalisation_des_grandes_banques_et_compagnies_d_assurances_priv_es_bnp_paribas_soci_t_g_n_rale_axa,14/02/2022,Economie,""
Fabien Roussel,Imposition des entreprises,Fiscalité,Entreprises et industrie,Réviser l'impôt sur les sociétés,"Le candidat communiste envisage de créer un nouvel impôt sur les sociétés. Il serait progressif, modulable en fonction du chiffre d’affaires et des résultats des entreprises. Il précise qu'il serait plus élevé pour les groupes qui délocalisent, suppriment des emplois, se livrent à des opérations financières et occasionnent des pollutions.",pos.: 32 | détail:342,Programme,https://www.fabienroussel2022.fr/123_un_imp_t_sur_le_capital_des_entreprises_alimentant_les_budgets_locaux_sera_institu,14/02/2022,Economie,Economie
Fabien Roussel,Modulation de la TVA,Fiscalité,Pouvoir d'achat,Réduire les impôts indirects,"M. Roussel promet de réduire les impôts indirects, tels que la TVA et la taxe intérieure de consommation sur les produits énergétiques. Il ne donne pas plus de précision pour l'instant.",pos.: 28 | détail:185,Programme,https://www.fabienroussel2022.fr/125_les_imp_ts_indirects_tels_que_la_tva_et_la_taxe_int_rieure_de_consommation_sur_les_produits_nerg_tiques_seront_r_duits,14/02/2022,Economie,Social
Fabien Roussel,Impôt sur le revenu,Fiscalité,"",Instaurer quinze tranches d'impôt sur le revenu,"Le candidat communiste milite pour quinze tranches d'impôt sur le revenu, contre cinq aujourd'hui, afin de rendre l'impôt plus progressif. La montée en puissance des cotisations sociales grâce à l’augmentation de l’emploi et des salaires permettra de faire progressivement disparaître la CSG, précise encore M. Roussel dans son programme.",pos.: 47 | détail:344,Programme,https://www.fabienroussel2022.fr/126_-_l_imp_t_sur_le_revenu_sera_rendu_plus_progressif_en_portant_le_nombre_de_tranches_15,14/02/2022,Economie,""
Fabien Roussel,Impôt sur les grandes fortunes,Fiscalité,"",Rétablir et tripler l'impôt de solidarité sur la fortune (ISF),"M. Roussel entend rétablir et tripler l'impôt de solidarité sur la fortune (ISF). Le régime du prélèvement forfaitaire unique sera simultanément aboli, précise le candidat.",pos.: 62 | détail:178,Programme,https://www.fabienroussel2022.fr/127_l_imp_t_sur_la_fortune_sera_r_tabli_son_taux_et_sa_progressivit_seront_accentu_s_les_niches_fiscales_qui_minent_son_rendement_seront_supprim_es,14/02/2022,Economie,""
Fabien Roussel,Héritage et transmission de patrimoine,Fiscalité,Familles,Exonérer les successions en dessous de 118 000 euros,Le candidat propose de ne pas taxer les successions en dessous de 118 000 euros d'héritage pour garantir à chaque famille modeste la possibilité de le transmettre. Les niches fiscales qui favorisent outrageusement les plus riches seront supprimées.,pos.: 52 | détail:252,Le Parisien,https://www.leparisien.fr/elections/presidentielle/presidentielle-le-communiste-fabien-roussel-promet-zero-taxation-en-dessous-de-118000-euros-dheritage-17-01-2022-NZB5XREJYZAUZCG24LGJ4X7VHY.php,17/01/2022,Economie,Société
Fabien Roussel,Rôle du Parlement,Institutions,Ve ou VIe République,Abroger l'élection du président au suffrage universel,"Fabien Roussel a l'ambition de supprimer l'élection au suffrage universel du président de la République. Le Parlement sera maître de son ordre du jour. C’est à l’Assemblée nationale qu’il appartiendra d’investir le premier ministre et le gouvernement, précise le candidat communiste. Aussi, le président de la République ne disposera plus d’une immunité judiciaire, et l’article 49-3 de la Constitution sera également abrogé.",pos.: 53 | détail:427,Programme,https://www.fabienroussel2022.fr/132_il_sera_propos_au_pays_et_au_parlement_d_engager_des_changements_majeurs_des_quilibres_institutionnels,14/02/2022,Politique,Politique
Fabien Roussel,Mode de scrutin aux législatives,Institutions,Vie démocratique,Instaurer la proportionnelle intégrale aux législatives,"M. Roussel aspire à instaurer une proportionnelle intégrale pour les élections législatives et ainsi permettre la juste représentation des courants politiques, en fonction de leur influence électorale. Le candidat communiste promet également de garantir la parité dans toutes les institutions élues.",pos.: 55 | détail:301,Programme,https://www.fabienroussel2022.fr/133_une_s_rie_de_dispositions_viseront_doter_la_nation_d_un_parlement_l_image_de_son_peuple,14/02/2022,Politique,Politique
Fabien Roussel,Usage du référendum,Institutions,Vie démocratique,Permettre le référendum d'initiative citoyenne,"Le candidat communiste prévoit de mettre en place un référendum d'initiative citoyenne qui pourra être déclenché sur décision d'un million de citoyens. Un droit de pétition permettra à 500 000 citoyens de faire inscrire une proposition de loi à l’ordre du jour des assemblées, précise encore M. Roussel.",pos.: 46 | détail:307,Programme,https://www.fabienroussel2022.fr/134_les_citoyen_ne_s_disposeront_de_nouveaux_pouvoirs,14/02/2022,Politique,Politique
Fabien Roussel,"",Justice,"",Abroger la loi sécurité globale,M. Roussel promet d'abroger la loi sécurité globale et des textes portant atteinte à la liberté de la presse et de création sur les médias numériques. Il souhaite une loi permettant de protéger les citoyens de la surveillance numérique de masse.,pos.: 33 | détail:251,Programme,https://www.fabienroussel2022.fr/140_les_lois_liberticides_adopt_es_au_cours_du_dernier_quinquennat_seront_abrog_es,14/02/2022,Société,""
Fabien Roussel,Prisons,Prison,"",Réduire ou supprimer l'enfermement des adolescents,"Le candidat communiste tient à proposer d’autres solutions que l’incarcération et à mettre en œuvre un plan de rénovation des lieux de privation de liberté. Aussi, il souhaite que l'enfermement des jeunes de 13 à 16 ans soit supprimé et limiter l'emprisonnement des 16 à 18 ans.",pos.: 50 | détail:278,Programme,https://www.fabienroussel2022.fr/143_l_institution_carc_rale_fera_l_objet_d_un_effort_particulier_afin_d_en_renforcer_les_moyens_et_de_la_rendre_plus_humaine,14/02/2022,Sécurité,""
Fabien Roussel,Rapport entre l'Etat et les religions,Religions,"",Réformer l'anomalie du concordat d'Alsace-Moselle,M. Roussel compte réhabiliter solennellement l’idéal de laïcité et veut ouvrir un débat sur le Concordat en Alsace-Moselle avec les collectivités et les populations concernées pour s’engager dans un processus de sortie de ce régime.,pos.: 51 | détail:236,Programme,https://www.fabienroussel2022.fr/145_la_r_publique_devra_dans_le_m_me_temps_r_affirmer_son_engagement_la_que_un_nouvel_observatoire_ind_pendant_de_la_la_cit_sera_affect_cette_mission,14/02/2022,Société,""
Fabien Roussel,"",Outre-mer,Développement durable,Arrêter le projet de la Montagne d'or,"Le candidat communiste exige l'arrêt du projet minier de la Montagne d'or, en Guyane.",pos.: 39 | détail:87,Programme,https://www.fabienroussel2022.fr/147_une_politique_volontariste_de_d_veloppement_industriel_agricole_de_l_conomie_de_la_mer_sera_impuls_e_afin_de_permettre_aux_populations_de_vivre_et_de_travailler_dans_ces_territoires,14/02/2022,Société,Environnement
